연도,시도,행정구,교육청,도서관명,주소,전화번호,설립일,대지,연면적(㎡),건물동수,시청각실,장서수,열람석,연간이용자수,연간이용책수,,연간순회문고이용책수,이동도서관 현황,,,자료수,,,,도서현황,,,,,,,,,,,,,,예산액(단위:원)
2017,경북,영주시,영주,경상북도립영주공공도서관풍기분관,경상북도 영주시 풍기읍 남원로 152-12 (풍기읍),054-637-9811,19880616,"4,889","1,002",1,1,"73,581",420,"74,399","51,220","34,283",403,0,0,0,"70,867","2,714",22,"2,582","70,867",0,0,"2,497","3,310","1,291","9,497","4,702","4,755","3,262","1,964","33,517","6,072",0,"115,531,000"
2017,경북,영천시,영천,경상북도립영천금호공공도서관,경상북도 영천시 금호읍 금호로 173 . 영천금호공공도서관 (금호읍),054-335-2124,19921015,990,"1,161",1,1,"86,438",300,"49,021","45,491","31,343",986,0,0,0,"80,753","5,685",104,593,"78,889","1,864",0,"1,979","3,670","1,512","9,483","5,720","5,012","3,354","2,629","40,768","6,626",0,"199,658,000"
2017,경북,문경시,문경,경상북도립점촌공공도서관,경상북도 문경시 호서로 133 (흥덕동),054-550-3600,19900720,"2,203","1,486",2,1,"67,969",200,"88,255","65,895","33,940","2,220",0,0,0,"62,291","5,678",69,"2,570","61,974",0,317,"1,578","2,599","1,646","9,025","4,098","3,997","2,499","1,939","29,334","5,576",0,"155,753,000"
2017,경북,문경시,문경,경상북도립점촌공공도서관가은분관,경상북도 문경시 가은읍 대야로 2508 (가은읍),054-572-0309,19910604,"2,068",759,1,0,"62,753",200,"24,819","20,045","12,296",0,0,0,0,"59,159","3,594",24,"2,542","59,159",0,0,"1,699","3,072","1,304","7,440","3,468","3,867","2,559","1,555","29,833","4,362",0,"104,641,000"
2017,경북,군위군,군위,삼국유사군위도서관,경상북도 군위군 군위읍 군청로 175 (군위읍),054-382-0528,19750527,"5,529","2,205",1,1,"80,958",204,"86,492","69,825","27,293","1,450",0,0,0,"74,168","6,790",95,499,"73,852",95,221,"2,735","4,040","1,851","10,409","4,753","5,411","3,526","2,777","31,966","6,700",0,"216,862,000"
2017,경북,의성군,의성,경상북도립의성공공도서관,경상북도 의성군 의성읍 중리길 44 . 경상북도립의성공공도서관 (의성읍),054-834-7911,19730807,"5,658","1,670",3,1,"91,556",500,"108,954","69,674","35,142",347,0,0,0,"85,902","5,654",160,"4,597","85,251",651,0,"2,888","3,798","2,014","11,515","5,458","5,610","3,999","2,846","39,655","8,119",0,"209,174,000"
2017,경북,영양군,영양,경상북도립영양공공도서관,경상북도 영양군 영양읍 팔수로 538 . 경상북도립영양공공도서관 (영양읍),054-683-2829,19730714,"1,800","1,125",1,0,"89,130",367,"62,968","75,418","27,616",0,0,0,0,"83,746","5,384",320,"2,040","81,667",655,"1,424","3,726","3,777","1,830","11,486","5,599","6,868","4,090","2,853","35,916","7,585",16,"165,689,000"
2017,경북,영덕군,영덕,경상북도립영덕공공도서관,경상북도 영덕군 영덕읍 군청길 102 경상북도립영덕공공도서관,054-734-3106,19730713,"1,808","1,598",1,1,"76,943",350,"74,736","67,304","47,470",414,0,0,0,"73,149","3,794",85,"3,746","72,303",846,0,"2,489","3,067","1,652","10,472","4,870","4,275","2,756","1,855","36,074","5,639",0,"181,331,000"
2017,경북,청도군,청도,경상북도립청도공공도서관,경상북도 청도군 청도읍 청화로 124 (청도읍),054-370-7600,19840402,"3,984","1,703",1,1,"102,772",568,"109,415","134,468","43,109","4,305",0,0,0,"95,604","7,168",247,0,"94,306",267,"1,031","3,267","4,678","2,152","13,251","6,662","7,215","4,009","3,855","42,881","7,634",0,"191,278,000"
2017,경북,고령군,고령,경상북도립고령공공도서관,경상북도 고령군 대가야읍 향교길 25 . 고령공공도서관 (대가야읍),054-955-2510,19900828,"1,696",733,1,0,"71,438",212,"64,206","68,000","31,839",919,0,0,0,"66,010","5,428",110,"2,577","65,051",617,342,"1,436","3,124","1,202","9,062","4,152","4,550","2,847","1,765","32,353","5,519",0,"152,753,000"
2017,경북,성주군,성주,경상북도립성주공공도서관,경상북도 성주군 성주읍 주천로 15-11 . 경상북도립성주공공도서관 (성주읍),054-933-2095,19730714,"5,365","2,292",1,1,"72,185",510,"125,511","75,135","40,170","1,370",0,0,0,"69,683","2,502",100,"2,808","69,683",0,0,"2,105","2,942","1,191","8,955","4,149","4,213","2,602","2,232","35,168","6,126",0,"209,733,000"
2017,경북,칠곡군,칠곡,경상북도립칠곡공공도서관,경상북도 칠곡군 왜관읍 군청3길 13 . 칠곡공공도서관 (왜관읍),054-971-1507,19841109,"2,836","1,242",1,1,"68,600",507,"94,590","62,395","39,438","1,393",0,0,0,"63,262","5,338",90,0,"63,262",0,0,"2,205","3,277","1,136","7,283","4,467","4,083","2,719","2,224","30,945","4,923",0,"170,565,000"
2017,경북,예천군,예천,경상북도립예천공공도서관,경상북도 예천군 예천읍 중앙로 40-5 . 예천공공도서관 (예천읍),054-654-9666,19900216,439,"1,345",1,1,"81,146",300,"57,391","55,904","36,287",699,0,0,0,"71,523","9,623",53,"2,996","69,925",0,"1,598","2,386","3,685","1,582","8,467","4,866","4,547","3,305","2,370","33,684","6,631",0,"202,949,000"
2017,경북,봉화군,봉화,경상북도립봉화공공도서관,경상북도 봉화군 봉화읍 내성로3길 6 . 경북도립봉화공공도서관 (봉화읍),054-673-0973,19760902,962,"1,022",1,0,"73,472",300,"71,059","51,052","40,519","1,800",1,"1,571","8,275","68,427","5,045",116,"3,565","68,355",72,0,"2,203","3,381","1,330","8,838","3,928","4,288","2,914","1,762","34,018","5,765",0,"188,305,000"
2017,경북,울진군,울진,경상북도립울진공공도서관,경상북도 울진군 울진읍 월변7길 17 . 울진공공도서관 (울진읍),054-783-2375,19740322,"2,263","1,673",1,0,"90,418",350,"61,034","62,942","41,882",594,0,0,0,"85,619","4,799",167,"3,792","85,619",0,0,"4,650","2,770","1,973","9,801","5,340","5,254","3,912","2,789","41,915","7,215",0,"184,788,000"
2017,경북,구미시,경북,경상북도립구미도서관,경상북도 구미시 산책길 41 . 경상북도립구미도서관 (원평동),054-450-7000,19860426,"6,470","14,866",1,1,"286,384","1,200","538,787","448,120","337,446","16,670",1,"9,679","52,347","276,729","9,655",359,"8,926","274,902",0,"1,827","9,701","14,430","7,134","39,892","17,260","17,092","10,188","10,458","127,930","22,644",0,"618,085,000"
2017,경남,마산시,경남,마산도서관,경상남도 창원시 마산합포구 용마산길 12 (산호동),055-240-4500,19540512,"13,105","4,662",1,1,"291,964",799,"544,441","1,326,485","230,110","2,855",1,"9,141","31,913","270,236","21,728",411,"25,206","264,464","1,600","4,172","9,232","14,685","5,746","45,491","15,904","19,954","12,586","10,000","114,013","22,625",0,"789,061,000"
2017,경남,김해시,경남,김해도서관,경상남도 김해시 가락로93번길 72 김해도서관 (봉황동.김해도서관),055-320-5500,19850322,"7,560","6,679",1,1,"345,219","1,202","775,449","1,492,577","454,569","6,606",1,"33,254","84,585","327,360","17,859",550,"15,508","320,108","3,321","3,931","11,974","18,303","8,765","56,279","18,845","23,466","14,994","11,084","132,769","30,881",0,"1,090,007,000"
2017,경남,합천군,합천,합천도서관,경상남도 합천군 합천읍 동서로 152 . 동서로 152 (합천읍),055-932-0521,19720727,"8,847","3,656",2,1,"90,709",267,"67,610","68,741","41,739",824,0,0,0,"78,150","12,559",192,"5,116","76,944",760,446,"3,034","4,081","2,332","11,331","5,285","5,139","3,744","2,191","33,346","6,461","1,206","272,867,000"
2017,경남,거창군,거창,거창도서관,경상남도 거창군 거창읍 하동1길 9 . 거창도서관 (거창읍),055-944-8594,19840510,"1,475",960,2,1,"80,325",225,"97,571","61,526","40,537",357,0,0,0,"73,535","6,790",72,"2,533","71,045",154,"2,336","2,461","3,393","2,036","8,649","4,980","4,396","3,102","2,537","35,115","6,866",0,"225,965,000"
2017,경남,함양군,함양,함양도서관,경상남도 함양군 함양읍 고운로 43 (함양읍),055-963-3186,19631122,"3,163","1,318",1,1,"94,501",260,"110,753","91,268","45,634",50,0,0,0,"85,614","8,887",24,"6,130","85,614",0,0,"3,140","3,722","1,676","11,837","6,621","6,010","4,194","4,383","37,003","7,028",0,"325,577,140"
2017,경남,산청군,산청,산청도서관,경상남도 산청군 산청읍 꽃봉산로79번길 45 (산청읍),055-973-2543,19841219,"1,544","1,303",1,1,"88,919",189,"71,083","67,943","37,147",684,0,0,0,"82,877","6,042",28,"6,826","82,708",0,169,"2,308","3,664","1,679","10,595","6,051","5,585","4,024","3,523","37,186","8,262",0,"259,810,000"
2017,경남,창원시,경남,창원도서관,경상남도 창원시 성산구 두대로 203 . 창원도서관 (중앙동),055-278-2800,19831116,"12,199","7,467",3,1,"345,816","1,222","809,126","1,160,523","323,762","2,418",1,"30,097","70,027","317,236","28,580",487,"16,414","306,243","3,161","7,832","9,400","15,039","9,343","50,157","18,395","23,627","14,130","14,751","139,702","22,692",0,"1,211,241,000"
2017,경남,창원시,창원,진동도서관,경상남도 창원시 마산합포구 진동면  삼진의거대로 661-94,055-271-0350,19930730,"4,078","1,444",1,0,"101,964",238,"107,960","85,249","55,676","1,368",0,0,0,"94,654","7,310",51,"5,774","94,654",0,0,"4,178","4,816","1,871","13,756","6,243","7,731","4,391","3,664","40,075","7,929",0,"237,385,000"
2017,경남,진주시,진주,진양도서관,경상남도 진주시 문산읍 동부로588번길 24 (문산읍.진양도서관),055-761-2722,19920414,"1,000","1,232",1,1,"86,386",262,"73,702","131,501","82,760","2,249",1,"10,530","15,885","80,456","5,930",15,643,"75,710",374,"4,372","2,382","3,305","1,624","12,164","6,228","5,756","3,540","2,354","36,356","6,747",0,"298,388,000"
2017,경남,통영시,통영,통영도서관,경상남도 통영시 봉수로 37 . 통영도서관 (봉평동),055-648-8091,19930223,515,"1,599",1,1,"99,359",324,"88,060","131,831","51,899","1,094",0,0,0,"93,718","5,641",88,"4,603","90,394",440,"2,884","4,192","4,859","2,266","12,278","6,273","5,699","4,196","3,407","41,618","8,930",0,"267,630,000"
2017,경남,사천시,사천,삼천포도서관,경상남도 사천시 삼천포대교로 622 (좌룡동. 삼천포도서관),055-834-8925,19900630,"2,216","1,606",1,1,"117,154",197,"254,287","57,094","28,547","1,930",0,0,0,"109,682","7,472",39,"8,203","109,055",0,627,"4,131","6,095","2,623","15,118","7,641","7,781","5,248","3,446","47,742","9,857",0,"314,594,000"
2017,경남,사천시,사천,사천도서관,경상남도 사천시 사천읍 평화2길 21 . 사천도서관 (사천읍),055-853-8400,19910716,"2,315","1,819",3,1,"111,196",200,"137,980","114,204","95,426","2,143",0,0,0,"105,292","5,904",175,"7,309","103,417",0,"1,875","4,145","5,472","2,639","16,021","7,673","7,221","4,899","5,112","43,110","9,000",0,"230,248,000"
2017,경남,김해시,김해,진영도서관,경상남도 김해시 진영읍 진영로265번길 9-61 (진영읍.진영도서관),055-345-1994,19901103,"6,762","1,324",1,1,"111,380",78,"195,897","114,291","37,072",400,0,0,0,"103,763","7,617",33,"6,591","100,328",0,"3,435","3,776","4,943","2,414","15,657","7,608","7,213","4,844","3,412","45,223","8,673",0,"255,110,000"
2017,경남,밀양시,밀양,밀양도서관,경상남도 밀양시 삼랑진읍 만어로 7 (삼랑진읍),055-353-6977,19730611,"1,720","1,074",1,1,"86,807",273,"84,420","52,744","22,275",130,0,0,0,"78,105","8,702",332,"5,995","77,040",0,"1,065","2,332","4,145","1,793","10,901","5,114","5,554","4,735","2,883","33,593","7,055",0,"261,982,000"
2017,경남,밀양시,밀양,하남도서관,경상남도 밀양시 하남읍 수산중앙로 63 하남도서관 (하남읍),055-391-1829,19940510,"1,800","1,019",1,1,"102,777",212,"76,915","27,841","15,468",0,0,0,0,"95,448","7,329",20,"5,506","94,699",0,749,"3,420","4,814","2,099","14,743","6,356","6,508","6,436","3,838","38,045","9,189",0,"229,384,000"
2017,경남,거제시,거제,거제도서관,경상남도 거제시 계룡로7길 2 . 거제도서관  (고현동),055-636-9210,19760505,910,"3,008",1,1,"96,776",602,"173,731","275,838","137,919",37,0,0,0,"88,786","7,990",204,"5,686","84,368","1,299","3,119","4,449","4,264","1,894","13,726","6,349","5,552","4,091","3,260","35,669","9,532",0,"403,247,000"
2017,경남,의령군,의령,의령도서관,경상남도 의령군 의령읍 의병로25길 9-8 . 의령도서관 (의령읍),055-572-0941,19740613,"3,418","1,678",1,1,"109,869",267,"91,928","91,150","43,480",624,0,0,0,"104,227","5,642",27,"10,310","102,304",625,"1,298","3,268","5,787","1,999","16,136","7,089","7,794","4,861","3,420","44,328","9,545",0,"296,844,000"
2017,경남,함안군,함안,함안도서관,경상남도 함안군 가야읍 함안대로 495 . 함안도서관 (가야읍),055-583-6920,19901221,450,964,1,1,"85,633",78,"129,368","91,874","60,362","1,238",0,0,0,"77,508","8,125",36,"3,835","75,838",0,"1,670","2,908","4,225","1,834","11,350","4,983","5,876","3,522","3,869","32,376","6,565",0,"189,996,000"
2017,경남,창녕군,창녕,창녕도서관,경상남도 창녕군 창녕읍 남창녕로 52 . 창녕도서관 (창녕읍),055-532-9503,19720127,"5,803","2,303",2,1,"144,907",412,"158,548","137,216","72,677","2,342",0,"3,157","2,342","97,877","47,030",262,"12,514","97,877",0,0,"3,495","5,361","1,912","12,595","6,745","7,789","4,375","3,581","43,068","8,956",0,"306,383,000"
2017,경남,창녕군,창녕,남지도서관,경상남도 창녕군 남지읍 낙동로 437 . 남지도서관 (남지읍),055-526-1493,19930423,"1,650","1,232",2,1,"89,335",236,"80,360","64,436","32,218",921,0,0,0,"77,196","12,139",127,"5,333","74,532",937,"1,727","2,110","4,077","1,933","10,922","4,933","3,701","3,404","2,366","37,084","6,666",0,"433,520,000"
2017,경남,양산시,양산,양산도서관,경상남도 양산시 희망1길 25 (북부동),055-385-7003,19920303,"1,661","2,204",1,1,"110,946",480,"280,066","131,359","90,194",460,0,0,0,"105,062","5,884",197,"7,165","103,105",0,"1,957","3,551","6,018","2,736","15,554","6,730","6,714","4,526","4,025","46,512","8,696",0,"299,310,000"
2017,경남,고성군,고성,고성도서관,경상남도 고성군 고성읍 동외로 195번길 6 (고성읍),055-673-8462,19900627,"1,993","2,750",1,1,"103,355",491,"172,738","167,623","66,524","2,802",0,0,0,"85,737","17,618",35,"4,024","83,990",0,"1,747","3,775","4,609","1,792","12,897","5,937","5,262","3,933","3,822","35,903","7,807",0,"314,818,170"
2017,경남,남해군,남해,남해도서관,경상남도 남해군 남해읍 화전로43번길 11-3 . 남해도서관 (남해읍),055-864-0971,19841103,"1,071","1,362",1,1,"87,674",229,"36,619","81,830","27,319","1,220",0,0,0,"81,322","6,352",19,"3,809","81,322",0,0,"3,054","4,127","1,891","11,735","5,307","5,664","3,824","1,977","36,853","6,890",0,"253,031,000"
2017,경남,하동군,하동,하동도서관,경상남도 하동군 하동읍 경서대로 80 (하동읍),055-884-7981,19851125,"4,844","1,753",2,1,"79,849",140,"76,996","94,789","61,942",913,0,0,0,"78,351","1,498",23,"4,042","77,883",0,468,"2,593","3,645","2,145","11,041","4,746","5,283","3,845","2,637","35,696","6,720",0,"292,423,330"
2017,제주,제주시,제주시,동녘도서관,제주특별자치도 제주시 구좌읍 일주동로 3132 . 동녘도서관 (구좌읍),064-782-5304,19950524,"6,704","2,077",1,1,"88,645",197,"49,586","28,680","30,188",900,0,0,0,"85,257","3,388",38,"4,851",0,"83,876","1,381","3,266","4,309","2,407","14,854","5,481","6,008","5,243","3,185","32,240","8,264",0,"280,067,000"
2017,제주,제주시,제주,제주도서관,제주특별자치도 제주시 연삼로 489 (이도이동.제주도서관),064-717-6400,19571101,"24,788","3,324",1,1,"270,411",513,"382,913","212,239","156,690","1,432",0,0,0,"248,956","21,455",89,"11,782",0,"246,727","2,229","15,234","12,072","6,678","52,397","16,165","23,730","13,671","8,792","74,365","25,852",0,"721,412,000"
2017,제주,서귀포시,서귀포시,송악도서관,제주특별자치도 대정읍 동일하모로149번길 12 (대정읍. 송악도서관),064-794-3476,19901220,"4,017","1,200",1,0,"105,858",230,"66,184","59,244","38,506",0,0,0,0,"103,457","2,401",35,"2,860",0,"102,053","1,404","3,431","5,052","2,895","17,856","5,919","7,266","5,632","3,999","41,429","9,978",0,"333,491,000"
2017,제주,제주시,제주시,한수풀도서관,제주특별자치도 제주시 한림읍 한림상로  240-11 한수풀도서관,064-796-0601,19901203,"4,274","2,144",2,0,"111,346",181,"29,334","79,626","42,317","2,504",0,0,0,"109,739","1,607",22,"1,119","108,107",0,"1,632","4,350","5,537","2,502","17,539","6,798","8,967","5,275","3,323","45,614","9,834",0,"324,761,000"
2017,제주,서귀포시,서귀포시,제남도서관,제주도 서귀포시 남원읍 남원체육관로   183. (남원읍 제남도서관),064-764-4651,19960611,"4,889","1,960",1,1,"112,907",489,"51,865","41,479","24,116",306,0,0,0,"109,514","3,393",38,"4,594","108,022",0,"1,492","5,200","5,729","3,050","17,926","7,509","8,745","6,330","4,253","39,608","11,164",0,"345,353,000"
